id,price_doc
30948,8345057.50
30949,6229838.00
30950,6364659.50
30951,16305902.00
30952,7625702.00
30953,10626202.00
30954,4967671.00
30955,6326454.00
30956,7502604.00
30957,6115160.00
30958,31029102.00
30959,8163730.00
30960,7867277.50
30961,8590958.00
30962,11653310.00
30963,3554402.50
30964,4674349.50
30965,7123217.00
30966,13208100.00
30967,11186690.00
30968,3666983.00
30969,3291704.00
30970,6349796.50
30971,11007068.00
30972,3556145.50
30973,5214851.50
30974,5071153.00
30975,7803209.00
30976,5236462.00
30977,7662982.50
30978,7482816.00
30979,3152855.00
30980,7248905.00
30981,5574816.00
30982,6505768.50
30983,3716927.50
30984,5805131.00
30985,3648315.25
30986,9629692.00
30987,8599788.00
30988,6294519.00
30989,7676764.50
30990,13297172.00
30991,9366554.00
30992,2636980.50
30993,7822851.50
30994,4619134.50
30995,7023437.00
30996,5811517.50
30997,7157441.00
30998,6597835.50
30999,7629642.00
31000,8174813.50
31001,6391108.00
31002,9169512.00
31003,9432908.00
31004,4408104.50
31005,2733330.25
31006,7622760.50
31007,4875373.00
31008,5512190.50
31009,7021357.50
31010,6345635.50
31011,4187787.25
31012,5738080.00
31013,6741307.00
31014,15664104.00
31015,8254223.50
31016,4158035.00
31017,9622150.00
31018,5488126.00
31019,4343663.50
31020,7233225.50
31021,11914764.00
31022,20213652.00
31023,9750056.00
31024,4629178.50
31025,6465313.50
31026,6097399.00
31027,4442948.50
31028,2292765.00
31029,7430868.50
31030,6990432.50
31031,9599806.00
31032,10500304.00
31033,8269917.50
31034,7627174.50
31035,9810400.00
31036,7450582.00
31037,24635998.00
31038,4241777.00
31039,10322182.00
31040,6489569.00
31041,4254027.00
31042,3440965.00
31043,6328621.50
31044,9190354.00
31045,6441941.00
31046,14554452.00
31047,8411322.00
31048,6016871.50
31049,4305086.50
31050,7867196.50
31051,6450109.50
31052,3657509.00
31053,15402854.00
31054,6463933.50
31055,5338464.50
31056,12104548.00
31057,5997039.50
31058,6540643.00
31059,2970623.75
31060,6934847.00
31061,6607821.00
31062,6433551.00
31063,3492465.25
31064,5091384.00
31065,10184610.00
31066,4347759.50
31067,8287100.00
31068,4271001.00
31069,4225235.00
31070,4475483.50
31071,3217094.25
31072,8537828.00
31073,1862916.25
31074,7465043.50
31075,7062724.00
31076,6851903.50
31077,5650010.50
31078,4244990.00
31079,5153439.50
31080,6855203.00
31081,2810609.25
31082,11077538.00
31083,5137144.50
31084,9622150.00
31085,12767238.00
31086,3854065.25
31087,4844887.00
31088,8018415.50
31089,6558813.50
31090,33729940.00
31091,3420544.25
31092,6967388.00
31093,6262757.00
31094,6064522.50
31095,4990124.00
31096,19765376.00
31097,10790082.00
31098,9980016.00
31099,21330230.00
31100,5070536.00
31101,4229235.50
31102,6353682.00
31103,10293732.00
31104,5348306.00
31105,9308650.00
31106,4480825.00
31107,9079014.00
31108,6379140.00
31109,5546903.00
31110,9356512.00
31111,10390420.00
31112,5858575.50
31113,3562037.25
31114,4567334.00
31115,5550699.50
31116,6277716.00
31117,6076513.00
31118,3652739.75
31119,2916693.25
31120,5463419.50
31121,7128124.50
31122,5671412.50
31123,4740503.00
31124,5082734.50
31125,11581918.00
31126,18941446.00
31127,5732570.50
31128,6088883.50
31129,5646861.00
31130,13188000.00
31131,7501504.50
31132,8401368.00
31133,10443898.00
31134,6317987.00
31135,10563952.00
31136,11051324.00
31137,3667746.50
31138,7126909.00
31139,3706979.75
31140,6385542.50
31141,7740570.50
31142,9693764.00
31143,5212746.50
31144,3683832.75
31145,6004312.00
31146,5513279.50
31147,13793418.00
31148,6327869.00
31149,2135799.75
31150,8259803.00
31151,4483415.50
31152,7999840.50
31153,5408538.00
31154,16413126.00
31155,6554698.50
31156,5729820.00
31157,4195669.50
31158,9358412.00
31159,6189125.00
31160,5561408.00
31161,3402752.50
31162,4462787.00
31163,5985493.50
31164,6088124.00
31165,6344020.50
31166,5791080.50
31167,6964876.50
31168,11364850.00
31169,8749938.00
31170,5476016.50
31171,13013492.00
31172,5365215.50
31173,11097290.00
31174,9680166.00
31175,16823478.00
31176,4647539.00
31177,8169692.00
31178,4160612.50
31179,4651724.50
31180,4268329.00
31181,8943838.00
31182,7366792.00
31183,8007370.00
31184,4789716.00
31185,4408104.50
31186,8633334.00
31187,3559366.00
31188,4760535.50
31189,4973816.00
31190,7178669.50
31191,13073504.00
31192,4200257.50
31193,5495900.00
31194,11128700.00
31195,6724799.50
31196,5123902.00
31197,16961262.00
31198,5268450.50
31199,6855203.00
31200,10462618.00
31201,3190091.50
31202,3759782.50
31203,6534270.50
31204,3641265.25
31205,9003004.00
31206,5906857.00
31207,4274135.50
31208,5010244.00
31209,4296401.00
31210,6223023.00
31211,8031124.50
31212,4906403.00
31213,10603494.00
31214,6968712.50
31215,4633180.00
31216,5805131.00
31217,7028894.50
31218,8158909.50
31219,3430956.25
31220,7393996.00
31221,3668908.25
31222,6662567.00
31223,9600824.00
31224,7232620.00
31225,11130660.00
31226,6398436.50
31227,9377836.00
31228,9787814.00
31229,4923453.00
31230,5904535.00
31231,4274846.00
31232,7337526.00
31233,6762265.00
31234,6011849.50
31235,5334534.00
31236,6572682.50
31237,10446246.00
31238,6855203.00
31239,13119282.00
31240,6592467.50
31241,6599814.00
31242,7027687.00
31243,3681589.00
31244,7119005.50
31245,7860728.50
31246,11050420.00
31247,5679707.50
31248,7399352.50
31249,9635792.00
31250,5733721.00
31251,6999066.50
31252,6468773.50
31253,8967402.00
31254,5535903.50
31255,12104578.00
31256,6710633.50
31257,5105611.50
31258,9850552.00
31259,9707062.00
31260,7423527.50
31261,20810684.00
31262,5775271.00
31263,6050306.50
31264,3584057.50
31265,10687100.00
31266,8140891.50
31267,3701692.00
31268,4240082.50
31269,8057111.50
31270,4408104.50
31271,5330056.00
31272,17560240.00
31273,8042741.50
31274,5702047.50
31275,6618475.00
31276,5503109.00
31277,4917417.00
31278,14536818.00
31279,14932288.00
31280,7492143.50
31281,6844735.00
31282,11814816.00
31283,6456605.00
31284,3659407.25
31285,5783162.00
31286,7535102.00
31287,9629692.00
31288,4413874.00
31289,7585964.50
31290,6044130.00
31291,6266656.50
31292,3835903.50
31293,6923791.00
31294,3621388.00
31295,18663352.00
31296,9808952.00
31297,9712968.00
31298,3730302.50
31299,9635792.00
31300,7132479.00
31301,6416674.00
31302,5113159.50
31303,8340569.50
31304,6962668.00
31305,9595920.00
31306,3303487.75
31307,6234932.50
31308,8006096.00
31309,9157584.00
31310,64091464.00
31311,5208811.50
31312,5905421.50
31313,12035506.00
31314,6762265.00
31315,9615966.00
31316,11792310.00
31317,18274398.00
31318,8008192.00
31319,6854450.00
31320,6192131.00
31321,6324321.50
31322,6343316.50
31323,7698818.00
31324,6873178.00
31325,5991077.00
31326,4984010.50
31327,7674749.50
31328,14558632.00
31329,5420800.50
31330,11756706.00
31331,8731418.00
31332,5416845.00
31333,5193275.00
31334,4237679.00
31335,8851392.00
31336,7969507.50
31337,6770986.50
31338,3390150.00
31339,4485456.50
31340,6793104.50
31341,9635792.00
31342,5593730.50
31343,3078756.75
31344,3909113.50
31345,5046196.00
31346,3588112.00
31347,8039149.00
31348,11668224.00
31349,11244918.00
31350,3508706.75
31351,5561084.00
31352,9764900.00
31353,5155777.00
31354,7304769.50
31355,9793048.00
31356,4247467.50
31357,5182926.00
31358,2340521.25
31359,6414409.00
31360,8597802.00
31361,4470886.00
31362,9708906.00
31363,5426105.50
31364,3568795.50
31365,3476964.00
31366,6649233.50
31367,9242088.00
31368,6167395.50
31369,3889279.50
31370,9600688.00
31371,9156206.00
31372,7091941.00
31373,4504169.00
31374,6339961.00
31375,5773510.50
31376,6855203.00
31377,9517768.00
31378,5227831.00
31379,31359382.00
31380,4725372.00
31381,7274207.00
31382,5713855.50
31383,7963880.50
31384,25187080.00
31385,13074776.00
31386,9017974.00
31387,13768688.00
31388,5179389.50
31389,4342685.50
31390,7159350.00
31391,5408538.00
31392,10251452.00
31393,8571746.00
31394,5620615.50
31395,4038683.25
31396,9136778.00
31397,7280170.50
31398,2254820.00
31399,11247766.00
31400,4559599.50
31401,10997612.00
31402,9531652.00
31403,5086622.50
31404,4923186.00
31405,4256590.00
31406,6178970.00
31407,3144479.50
31408,6535275.50
31409,4336647.00
31410,11567732.00
31411,7687474.50
31412,10406260.00
31413,7224790.00
31414,4207999.50
31415,15282744.00
31416,6355290.50
31417,5161652.50
31418,7307616.00
31419,9319360.00
31420,8920472.00
31421,5276997.00
31422,6211512.50
31423,7029879.00
31424,18652596.00
31425,5880459.50
31426,4596012.00
31427,6017645.50
31428,6569042.50
31429,13420438.00
31430,4281679.50
31431,5517563.00
31432,5259689.00
31433,6200601.00
31434,3677118.50
31435,11418674.00
31436,9445272.00
31437,12204496.00
31438,9182036.00
31439,13432166.00
31440,6871261.50
31441,6416584.00
31442,7675550.00
31443,11532542.00
31444,6071494.00
31445,9607654.00
31446,14057396.00
31447,6421484.50
31448,7740251.00
31449,8022824.50
31450,6413036.00
31451,7958728.50
31452,11751356.00
31453,3179446.00
31454,6014063.50
31455,7688516.50
31456,5091384.00
31457,5093957.50
31458,16872858.00
31459,8413792.00
31460,5152119.50
31461,4664512.50
31462,3721057.75
31463,5601152.00
31464,7606354.00
31465,5142948.50
31466,53608972.00
31467,3254644.75
31468,14481942.00
31469,5075914.50
31470,5580039.50
31471,12874084.00
31472,2506465.25
31473,7469373.00
31474,4260930.50
31475,7180364.00
31476,23068650.00
31477,7019565.00
31478,5267812.00
31479,5879649.50
31480,9395938.00
31481,8376018.50
31482,9665118.00
31483,10364346.00
31484,6807507.50
31485,3293622.50
31486,3023102.00
31487,4565650.50
31488,14413158.00
31489,7810516.00
31490,5485814.00
31491,6041900.00
31492,8157676.00
31493,9535978.00
31494,5324022.00
31495,5572118.00
31496,8683344.00
31497,4603045.50
31498,6589141.00
31499,11558166.00
31500,10411420.00
31501,9374508.00
31502,9245246.00
31503,5367628.50
31504,9905988.00
31505,18577778.00
31506,7697765.50
31507,6456087.50
31508,6448046.00
31509,5585792.50
31510,5295156.50
31511,5195892.00
31512,5830269.00
31513,24559234.00
31514,26091328.00
31515,2169527.00
31516,16168726.00
31517,5807778.00
31518,7870533.00
31519,6226801.00
31520,5901394.50
31521,4849281.00
31522,4413874.00
31523,6766512.00
31524,9359526.00
31525,11497116.00
31526,5792739.00
31527,6659755.50
31528,4640350.00
31529,5982246.50
31530,6329713.00
31531,9077770.00
31532,5775271.00
31533,14240094.00
31534,7497538.00
31535,9528740.00
31536,7569907.00
31537,4217008.00
31538,4691910.50
31539,3803295.00
31540,9600824.00
31541,2704747.75
31542,6024669.00
31543,3368926.75
31544,5041599.00
31545,7889454.00
31546,12297434.00
31547,5794195.00
31548,5747038.50
31549,5733339.00
31550,5172605.50
31551,5822664.00
31552,7366982.50
31553,5838726.50
31554,7952558.50
31555,3693455.75
31556,7420510.50
31557,5796243.00
31558,9629692.00
31559,2666287.50
31560,7733172.50
31561,7037009.00
31562,35868684.00
31563,3924159.75
31564,8654180.00
31565,9217388.00
31566,5755341.00
31567,17103286.00
31568,6834985.50
31569,6765340.50
31570,6853938.50
31571,6403878.00
31572,3485094.00
31573,5695987.50
31574,11056292.00
31575,5643624.00
31576,6916087.00
31577,5061411.50
31578,8022331.00
31579,5396932.50
31580,7488281.50
31581,5471197.50
31582,5750209.50
31583,7864945.00
31584,3761407.50
31585,6854450.00
31586,12043856.00
31587,13911368.00
31588,9629944.00
31589,3565101.75
31590,5350494.50
31591,6832333.00
31592,7208631.00
31593,6881297.00
31594,8653454.00
31595,5523865.00
31596,3762633.50
31597,5768480.50
31598,3520309.75
31599,6552999.00
31600,7185657.50
31601,12878094.00
31602,5464793.00
31603,16709416.00
31604,5251460.00
31605,5152119.50
31606,6399832.00
31607,7427231.00
31608,5328606.00
31609,5517316.50
31610,7499859.00
31611,6638042.00
31612,5249760.00
31613,4469905.00
31614,16300710.00
31615,9788874.00
31616,11003892.00
31617,4596255.00
31618,6967884.00
31619,9808900.00
31620,4323605.50
31621,5525720.00
31622,33247948.00
31623,9696840.00
31624,4701964.00
31625,9785698.00
31626,5531344.00
31627,7547792.50
31628,10046340.00
31629,9445050.00
31630,3934826.00
31631,5876113.50
31632,19083484.00
31633,5315905.00
31634,8256394.50
31635,12213076.00
31636,5857836.50
31637,5641869.50
31638,8006051.50
31639,3504382.00
31640,11118658.00
31641,3815740.50
31642,3493459.00
31643,5494854.00
31644,10430140.00
31645,6071354.00
31646,8672124.00
31647,5094613.50
31648,10665354.00
31649,5539242.50
31650,6530462.50
31651,13097436.00
31652,5840330.50
31653,5325957.50
31654,5409562.00
31655,4296987.50
31656,22073506.00
31657,7499119.50
31658,4339075.00
31659,7959550.00
31660,5091412.00
31661,4988510.50
31662,6737703.00
31663,3672771.75
31664,3465235.00
31665,4408104.50
31666,5605701.00
31667,7976986.00
31668,10777002.00
31669,13217784.00
31670,6852513.00
31671,6028552.50
31672,8876724.00
31673,8406890.00
31674,8871098.00
31675,7217233.50
31676,7349795.50
31677,4647019.00
31678,4948017.00
31679,8254581.50
31680,6940210.50
31681,6259843.00
31682,3811927.00
31683,6854450.00
31684,5202642.00
31685,3389089.75
31686,13166688.00
31687,10557788.00
31688,10628518.00
31689,3625680.00
31690,7433469.50
31691,3613451.75
31692,4281978.00
31693,6449599.00
31694,7091435.00
31695,6869349.00
31696,3049479.50
31697,5227256.00
31698,3145973.50
31699,5816657.00
31700,5233328.00
31701,9203966.00
31702,6218095.00
31703,9257224.00
31704,5961805.00
31705,9831256.00
31706,5520732.00
31707,12601730.00
31708,8633720.00
31709,5237467.50
31710,10768510.00
31711,7386730.00
31712,8322954.50
31713,5667842.00
31714,5373400.00
31715,5387312.00
31716,6019575.00
31717,9913336.00
31718,4843828.50
31719,7732639.00
31720,3924913.25
31721,4426990.50
31722,5671412.50
31723,5435175.00
31724,5780625.00
31725,5108275.00
31726,12595822.00
31727,6539819.00
31728,4762691.00
31729,7255057.50
31730,3526864.50
31731,7357775.50
31732,7650721.00
31733,3901779.00
31734,4332290.00
31735,3092145.00
31736,6227121.00
31737,5254604.00
31738,5668847.00
31739,6096836.50
31740,7676644.00
31741,9856528.00
31742,12477128.00
31743,8032736.50
31744,4599027.50
31745,3813805.00
31746,10095274.00
31747,5016509.50
31748,16941176.00
31749,5584055.50
31750,9268566.00
31751,7753089.50
31752,4408104.50
31753,3909865.25
31754,7505332.50
31755,11271710.00
31756,2182696.75
31757,6095250.00
31758,6359315.00
31759,6487792.00
31760,6261240.00
31761,18283356.00
31762,2424685.75
31763,12030036.00
31764,6300967.00
31765,4162771.75
31766,8867530.00
31767,3560359.75
31768,6767531.00
31769,9509800.00
31770,3517621.75
31771,3677590.50
31772,8547518.00
31773,5343564.50
31774,6768288.00
31775,10962534.00
31776,2000097.62
31777,4298890.50
31778,10045600.00
31779,8638482.00
31780,6844735.00
31781,7356924.00
31782,4634535.50
31783,3644975.25
31784,5714638.50
31785,6574311.50
31786,5069186.50
31787,7047108.50
31788,5295003.00
31789,6293777.50
31790,3677118.50
31791,8866156.00
31792,7233225.50
31793,8394358.00
31794,6959325.00
31795,5779658.50
31796,4807063.00
31797,14882654.00
31798,8025990.50
31799,4046898.75
31800,5499153.50
31801,3216183.25
31802,6226473.00
31803,8006961.00
31804,4761429.00
31805,3259932.50
31806,7179009.00
31807,6816752.00
31808,8809710.00
31809,6291074.00
31810,4087693.25
31811,7459895.00
31812,6859762.00
31813,6456943.00
31814,5855742.00
31815,6262245.00
31816,4855989.00
31817,3320142.75
31818,6467953.50
31819,5979893.00
31820,10754780.00
31821,14986782.00
31822,5440034.50
31823,4495448.50
31824,3669610.25
31825,4745034.50
31826,6265570.00
31827,7575437.50
31828,5775389.00
31829,8508088.00
31830,6781315.50
31831,3204740.25
31832,11859410.00
31833,11593210.00
31834,6506689.50
31835,4792556.50
31836,7433037.50
31837,3206093.25
31838,8277675.00
31839,4766549.00
31840,9810310.00
31841,5142475.00
31842,7508899.00
31843,3492465.25
31844,6241952.00
31845,8565962.00
31846,5069186.50
31847,5092820.50
31848,5901185.00
31849,8875442.00
31850,6762265.00
31851,11401982.00
31852,7019685.00
31853,9600824.00
31854,6599814.00
31855,4980332.00
31856,6103287.00
31857,9228302.00
31858,11394552.00
31859,32597342.00
31860,7037568.00
31861,13552754.00
31862,7027687.00
31863,9908852.00
31864,3180844.75
31865,5232287.00
31866,3345400.00
31867,8265516.00
31868,5258435.00
31869,9713928.00
31870,3448666.50
31871,4809513.00
31872,11698184.00
31873,6296156.00
31874,5124727.00
31875,5729338.00
31876,5344159.00
31877,22110292.00
31878,3450547.00
31879,7889622.50
31880,9867638.00
31881,4814298.50
31882,14481088.00
31883,5124727.00
31884,5253127.50
31885,5786899.00
31886,8749524.00
31887,8912616.00
31888,4341077.50
31889,11429360.00
31890,4936427.00
31891,3757001.25
31892,3589716.25
31893,16845966.00
31894,8455948.00
31895,3816488.50
31896,3481618.00
31897,3417346.75
31898,3761407.50
31899,4214622.00
31900,6004590.50
31901,7059827.00
31902,7139013.00
31903,6449994.00
31904,4356912.50
31905,6730862.50
31906,4323605.50
31907,3534311.50
31908,3865904.25
31909,7344512.00
31910,4437739.00
31911,3677118.50
31912,6477065.50
31913,6980285.50
31914,6692568.50
31915,7389245.00
31916,4422399.00
31917,5327991.00
31918,4823976.00
31919,6742438.00
31920,4016284.00
31921,4001520.75
31922,6891448.00
31923,7070298.00
31924,11255676.00
31925,6481284.50
31926,8614438.00
31927,10732220.00
31928,7172763.50
31929,14403450.00
31930,7490509.00
31931,6463966.00
31932,8087902.50
31933,7485393.00
31934,6450090.00
31935,5253410.00
31936,4115009.75
31937,6550243.50
31938,5475435.50
31939,6146726.50
31940,7367720.00
31941,36097988.00
31942,5998960.00
31943,8223907.50
31944,3976657.75
31945,5751648.50
31946,11021306.00
31947,8346270.00
31948,6544803.00
31949,9550570.00
31950,12679322.00
31951,5717557.50
31952,5566131.00
31953,3818862.75
31954,11091690.00
31955,5195660.50
31956,8589138.00
31957,4251661.00
31958,4281383.00
31959,12512100.00
31960,6538007.00
31961,8003613.00
31962,4730019.00
31963,7418080.50
31964,4778790.00
31965,6192193.00
31966,12771734.00
31967,11939812.00
31968,6621810.50
31969,20547794.00
31970,5885624.00
31971,4113258.00
31972,5165968.00
31973,4663040.00
31974,7165289.00
31975,4104729.50
31976,4356912.50
31977,8818774.00
31978,5376089.50
31979,4547254.00
31980,5023525.50
31981,6148090.00
31982,10109954.00
31983,11252362.00
31984,7757125.00
31985,4827376.50
31986,4237679.00
31987,6346442.00
31988,7667526.50
31989,13147952.00
31990,3653672.50
31991,9964678.00
31992,4825064.50
31993,8253455.50
31994,6923791.00
31995,7065310.50
31996,11182494.00
31997,5355572.00
31998,3578467.25
31999,5503450.00
32000,6457610.00
32001,65591300.00
32002,20207166.00
32003,10045328.00
32004,7132536.50
32005,5006016.50
32006,16304192.00
32007,9693764.00
32008,6612956.00
32009,3559855.00
32010,7441274.00
32011,4930361.00
32012,1840276.75
32013,5517563.00
32014,5380049.00
32015,7772716.00
32016,6812836.50
32017,10842022.00
32018,6954872.00
32019,5791567.00
32020,5598847.00
32021,8310457.00
32022,5587108.00
32023,4161964.75
32024,5979893.00
32025,5618143.00
32026,4711498.00
32027,7801668.50
